"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","문화사업자구분명","시설면적","제작취급품목내용","주변환경명","최초등록시점","통로너비","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"851","문화극장 2관","경기도 동두천시 생연동 616-5번지 ","경기도 동두천시 동광로 66 (생연동)","19880421","운영중","","","","","","483030","","영화상영관","","","","19880421","","865-2480","204925.28325000000  ","489823.27453500000  ","CDFF4220001988000001","영업중"
"852","메가박스(주) 수원지점 제1관","경기도 수원시 권선구 권선동 1189번지 ","경기도 수원시 권선구 경수대로 270 (권선동)","20011102","운영중","","","","","","","문화시설","영화상영관","","","","20011102","","","201911              ","416485              ","CDFF4220002001000004","영업중"
"853","메가박스(주) 수원지점 제2관","경기도 수원시 권선구 권선동 1189번지 ","경기도 수원시 권선구 경수대로 270 (권선동)","20011102","운영중","","","","","","","","영화상영관","","","","20011102","","","201911              ","416485              ","CDFF4220002001000005","영업중"
"854","메가박스(주) 수원지점 제3관","경기도 수원시 권선구 권선동 1189번지 ","경기도 수원시 권선구 경수대로 270 (권선동)","20011102","운영중","","","","","","","","영화상영관","","","","20011102","","","201911              ","416485              ","CDFF4220002001000006","영업중"
"855","메가박스(주) 수원지점 제4관","경기도 수원시 권선구 권선동 1189번지 ","경기도 수원시 권선구 경수대로 270 (권선동)","20011102","운영중","","","","","","","","영화상영관","","","","20011102","","","201911              ","416485              ","CDFF4220002001000007","영업중"
"856","메가박스(주) 수원지점 제5관","경기도 수원시 권선구 권선동 1189번지 ","경기도 수원시 권선구 경수대로 270 (권선동)","20011102","운영중","","","","","","","","영화상영관","","","","20011102","","","201911              ","416485              ","CDFF4220002001000008","영업중"
"857","CGV수원8 IMAX","경기도 수원시 팔달구 매산로1가 18번지 수원역사6층 ","경기도 수원시 팔달구 덕영대로 924, 6층 (매산로1가)","20030212","운영중","","","","","","","","영화상영관","","","","20030212","","031-240-1602","199991              ","418240              ","CDFF4220002003000002","영업중"
"858","CGV 수원8 3관","경기도 수원시 팔달구 매산로1가 18번지 수원역사6층 ","경기도 수원시 팔달구 덕영대로 924 (매산로1가, 6층)","20030212","운영중","","","","","","","","영화상영관","","","","20030212","","031-240-1602","199991              ","418240              ","CDFF4220002003000003","영업중"
"859","CGV 수원8 4관","경기도 수원시 팔달구 매산로1가 18번지 수원역사6층 ","경기도 수원시 팔달구 덕영대로 924 (매산로1가)","20030212","운영중","","","","","","","","영화상영관","","","","20030212","","031-240-1602","199991              ","418240              ","CDFF4220002003000004","영업중"
"860","CGV 수원8 5관","경기도 수원시 팔달구 매산로1가 18번지 수원역사6층 ","경기도 수원시 팔달구 덕영대로 924 (매산로1가)","20030212","운영중","","","","","","","","영화상영관","","","","20030212","","031-240-1602","199991              ","418240              ","CDFF4220002003000005","영업중"
"861","CGV 수원8 6관","경기도 수원시 팔달구 매산로1가 18번지 수원역사6층 ","경기도 수원시 팔달구 덕영대로 924 (매산로1가)","20030212","운영중","","","","","","","","영화상영관","","","","20030212","","031-240-1602","199991              ","418240              ","CDFF4220002003000006","영업중"
"862","CGV 수원8 7관","경기도 수원시 팔달구 매산로1가 18번지 수원역사6층 ","경기도 수원시 팔달구 덕영대로 924 (매산로1가)","20030212","운영중","","","","","","","","영화상영관","","","","20030212","","031-240-1602","199991              ","418240              ","CDFF4220002003000007","영업중"
"863","CGV 수원8 8관","경기도 수원시 팔달구 매산로1가 18번지 수원역사6층 ","경기도 수원시 팔달구 덕영대로 924 (매산로1가)","20030212","운영중","","","","","","","","영화상영관","","","","20030212","","031-240-1602","199991              ","418240              ","CDFF4220002003000008","영업중"
"864","CGV 수원8 2관","경기도 수원시 팔달구 매산로1가 18번지 수원역사6층 ","경기도 수원시 팔달구 덕영대로 924 (매산로1가, 수원역사 6층)","20030212","운영중","","","","","","","","영화상영관","","","","20030212","","031-240-1602","199991              ","418240              ","CDFF4220002003000009","영업중"
"865","태형영화","서울특별시 중구 필동3가 55-17번지 A-1 ","서울특별시 중구 필동로 41-3  (필동3가,A-1)","20050516","운영중","","","","","","100273","","영화상영관","","","","20050516","","02-2269-6533","199668.15189700000  ","450930.43687900000  ","CDFF4220002005000009","영업중"
"866","CGV동수원제1관","경기도 수원시 팔달구 인계동 1113번지 11~12 7층~10층 ","경기도 수원시 팔달구 권광로 181, 7층~10층동 (인계동)","20060918","운영중","","","","","","","문화시설","영화상영관","","","기타","20060918","","031-221-7611","202806              ","418004              ","CDFF4220002006000001","영업중"
"867","CGV동수원제2관","경기도 수원시 팔달구 인계동 1113번지 11,12호 7층~10층 ","경기도 수원시 팔달구 권광로 187 (인계동,11,12호 7층~10층)","20060918","운영중","","","","","","","문화시설","영화상영관","","","기타","20060918","","031-221-7611","202821              ","418044              ","CDFF4220002006000002","영업중"
"868","CGV동수원제3관","경기도 수원시 팔달구 인계동 1113번지 11,12호 7층~10층 ","경기도 수원시 팔달구 권광로 187 (인계동,11,12호 7층~10층)","20060918","운영중","","","","","","","문화시설","영화상영관","","","기타","20060918","","031-221-7611","202821              ","418044              ","CDFF4220002006000003","영업중"
"869","CGV동수원제4관","경기도 수원시 팔달구 인계동 1113번지 11,12호 7층~10층 ","경기도 수원시 팔달구 권광로 187 (인계동,11,12호 7층~10층)","20060918","운영중","","","","","","","문화시설","영화상영관","","","기타","20060918","","031-221-7611","202821              ","418044              ","CDFF4220002006000004","영업중"
"870","CGV동수원제5관","경기도 수원시 팔달구 인계동 1113번지 11,12호 7층~10층 ","경기도 수원시 팔달구 권광로 187 (인계동,11,12호 7층~10층)","20060918","운영중","","","","","","","문화시설","영화상영관","","","기타","20060918","","031-221-7611","202821              ","418044              ","CDFF4220002006000005","영업중"
"871","CGV동수원 4DX관","경기도 수원시 팔달구 인계동 1113번지 11,12번지 7층~10층 ","경기도 수원시 팔달구 권광로 187 (인계동,11,12번지 7층~10층)","20060918","운영중","","","","","","","문화시설","영화상영관","","","기타","20060918","","031-221-7611","202821              ","418044              ","CDFF4220002006000006","영업중"
"872","CGV동수원 제7관 [CGV아트하우스]","경기도 수원시 팔달구 인계동 1113번지 11,12호 7층~10층 ","경기도 수원시 팔달구 권광로 187 (인계동,11,12호 7층~10층)","20060918","운영중","","","","","","","문화시설","영화상영관","","","기타","20060918","","031-221-7611","202821              ","418044              ","CDFF4220002006000007","영업중"
"873","CGV동수원제8관","경기도 수원시 팔달구 인계동 1113번지 11,12호 7층~10층 ","경기도 수원시 팔달구 권광로 187 (인계동,11,12호 7층~10층)","20060918","운영중","","","","","","","문화시설","영화상영관","","","기타","20060918","","031-221-7611","202821              ","418044              ","CDFF4220002006000008","영업중"
"874","CGV북수원제1관","경기도 수원시 장안구 조원동 893번지 아일렛 4층 ","경기도 수원시 장안구 경수대로 950 (조원동,아일렛 4층)","20060919","운영중","","","","","","","문화시설","영화상영관","","","아파트지역","20060919","","031-303-6770","200559              ","422376              ","CDFF4220002006000009","영업중"
"875","CGV북수원제2관","경기도 수원시 장안구 조원동 893번지 아일렛 4층 ","경기도 수원시 장안구 경수대로 950 (조원동,아일렛 4층)","20060919","운영중","","","","","","","문화시설","영화상영관","","","아파트지역","20060919","","031-303-6770","200559              ","422376              ","CDFF4220002006000010","영업중"
"876","CGV북수원제3관","경기도 수원시 장안구 조원동 893번지 아일렛 4층 ","경기도 수원시 장안구 경수대로 950 (조원동,아일렛 4층)","20060919","운영중","","","","","","","문화시설","영화상영관","","","아파트지역","20060919","","031-303-6770","200559              ","422376              ","CDFF4220002006000011","영업중"
"877","CGV북수원제4관","경기도 수원시 장안구 조원동 893번지 아일렛 4층 ","경기도 수원시 장안구 경수대로 950 (조원동,아일렛 4층)","20060919","운영중","","","","","","","문화시설","영화상영관","","","아파트지역","20060919","","031-303-6770","200559              ","422376              ","CDFF4220002006000012","영업중"
"878","CGV북수원제5관","경기도 수원시 장안구 조원동 893번지 아일렛 4층 ","경기도 수원시 장안구 경수대로 950 (조원동,아일렛 4층)","20060919","운영중","","","","","","","문화시설","영화상영관","","","아파트지역","20060919","","031-303-6770","200559              ","422376              ","CDFF4220002006000013","영업중"
"879","CGV북수원제6관","경기도 수원시 장안구 조원동 893번지 아일렛 4층 ","경기도 수원시 장안구 경수대로 950 (조원동,아일렛 4층)","20060919","운영중","","","","","","","문화시설","영화상영관","","","아파트지역","20060919","","031-303-6770","200559              ","422376              ","CDFF4220002006000014","영업중"
"880","CGV북수원제7관","경기도 수원시 장안구 조원동 893번지 아일렛 4층 ","경기도 수원시 장안구 경수대로 950 (조원동,아일렛 4층)","20060919","운영중","","","","","","","문화시설","영화상영관","","","아파트지역","20060919","","031-303-6770","200559              ","422376              ","CDFF4220002006000015","영업중"
"881","CGV북수원제8관","경기도 수원시 장안구 조원동 893번지 아일렛 4층 ","경기도 수원시 장안구 경수대로 950 (조원동,아일렛 4층)","20060919","운영중","","","","","","","문화시설","영화상영관","","","아파트지역","20060919","","031-303-6770","200559              ","422376              ","CDFF4220002006000016","영업중"
"882","메가박스(주) 영통지점 MX관","경기도 수원시 영통구 영통동 960-1번지 그랜드백화점 7층 ","경기도 수원시 영통구 봉영로 1579 (영통동, 그랜드백화점 7층)","20080325","운영중","","","","","","","","영화상영관","","","","20080325","","","206306              ","416757              ","CDFF4220002008000001","영업중"
"883","메가박스(주) 영통지점 제2관","경기도 수원시 영통구 영통동 960-1번지 그랜드백화점 7층 ","경기도 수원시 영통구 봉영로 1579 (영통동, 그랜드백화점 7층)","20080325","운영중","","","","","","","","영화상영관","","","","20080325","","","206306              ","416757              ","CDFF4220002008000002","영업중"
"884","메가박스(주) 영통지점 제3관","경기도 수원시 영통구 영통동 960-1번지 그랜드백화점 7층 ","경기도 수원시 영통구 봉영로 1579 (영통동, 그랜드백화점 7층)","20080325","운영중","","","","","","","","영화상영관","","","","20080325","","","206306              ","416757              ","CDFF4220002008000003","영업중"
"885","메가박스(주) 영통지점 제4관","경기도 수원시 영통구 영통동 960-1번지 그랜드백화점 7층 ","경기도 수원시 영통구 봉영로 1579 (영통동, 그랜드백화점 7층)","20080325","운영중","","","","","","","","영화상영관","","","","20080325","","","206306              ","416757              ","CDFF4220002008000004","영업중"
"886","메가박스(주) 영통지점 제5관","경기도 수원시 영통구 영통동 960-1번지 그랜드백화점 7층 ","경기도 수원시 영통구 봉영로 1579 (영통동, 그랜드백화점 7층)","20080325","운영중","","","","","","","","영화상영관","","","","20080325","","","206306              ","416757              ","CDFF4220002008000005","영업중"
"887","메가박스(주) 영통지점 제6관","경기도 수원시 영통구 영통동 960-1번지 그랜드백화점 7층 ","경기도 수원시 영통구 봉영로 1579 (영통동, 그랜드백화점 7층)","20080325","운영중","","","","","","","","영화상영관","","","","20080325","","","206306              ","416757              ","CDFF4220002008000006","영업중"
"888","메가박스(주) 영통지점 제7관","경기도 수원시 영통구 영통동 960-1번지 그랜드백화점 5층 ","경기도 수원시 영통구 봉영로 1579 (영통동, 그랜드백화점 5층)","20080325","운영중","","","","","","","","영화상영관","","","","20080325","","","206306              ","416757              ","CDFF4220002008000007","영업중"
"889","메가박스(주) 영통지점 제8관","경기도 수원시 영통구 영통동 960-1번지 그랜드백화점 5층 ","경기도 수원시 영통구 봉영로 1579 (영통동, 그랜드백화점 5층)","20080325","운영중","","","","","","","","영화상영관","","","","20080325","","","206306              ","416757              ","CDFF4220002008000008","영업중"
"890","메가박스(주) 영통지점 제9관","경기도 수원시 영통구 영통동 960-1번지 그랜드백화점 5층 ","경기도 수원시 영통구 봉영로 1579 (영통동, 그랜드백화점 5층)","20080325","운영중","","","","","","","","영화상영관","","","","20080325","","","206306              ","416757              ","CDFF4220002008000009","영업중"
"891","메가박스(주)영통점 키즈A관","경기도 수원시 영통구 영통동 960-1번지 ","경기도 수원시 영통구 봉영로 1579 (영통동)","20130711","운영중","","","","","","","근린생활시설","","","","기타","20130711","","070-7016-3725","206306              ","416757              ","CDFF4220002013000001","영업중"
"892","메가박스(주) 영통점 키즈B관","경기도 수원시 영통구 영통동 960-1번지 ","경기도 수원시 영통구 봉영로 1579 (영통동)","20130712","운영중","","","","","","","근린생활시설","","","","기타","20130712","","070-7017-9457","206306              ","416757              ","CDFF4220002013000002","영업중"
"893","(주)다온시네마(메가박스 수원남문점) 1관","경기도 수원시 팔달구 팔달로3가 84-5번지 ","경기도 수원시 팔달구 행궁로 71, 2층 (팔달로3가)","20131220","운영중","","","","","","","","","","","","20131220","","","201332              ","419373              ","CDFF4220002013000003","영업중"
"894","(주)다온시네마(메가박스 수원남문점) 2관","경기도 수원시 팔달구 팔달로3가 84-5번지 ","경기도 수원시 팔달구 행궁로 71, 2층 (팔달로3가)","20131220","운영중","","","","","","","","","","","","20131220","","031-246-2222","201332              ","419373              ","CDFF4220002013000004","영업중"
"895","(주)다온시네마(메가박스 수원남문점) 3관","경기도 수원시 팔달구 팔달로3가 85-4번지 ","경기도 수원시 팔달구 행궁로 71, 2층 (팔달로3가)","20131220","운영중","","","","","","","","","","","","20131220","","031-246-2222","201332              ","419373              ","CDFF4220002013000005","영업중"
"896","(주)다온시네마(메가박스 수원남문점) 4관","경기도 수원시 팔달구 팔달로3가 85-4번지 ","경기도 수원시 팔달구 행궁로 71, 3층 (팔달로3가)","20131220","운영중","","","","","","","","","","","","20131220","","031-246-2222","201332              ","419373              ","CDFF4220002013000006","영업중"
"897","롯데시네마 수원관 제8관","경기도 수원시 권선구 서둔동 296-77번지 ","경기도 수원시 권선구 세화로 134 (서둔동, 롯데몰)","20141125","운영중","","","","","","","","","","","","20141125","1","031-8066-2001","199578              ","418008              ","CDFF4220002014000001","영업중"
"898","롯데시네마 수원관 제7관","경기도 수원시 권선구 서둔동 296-77번지 롯데몰 ","경기도 수원시 권선구 세화로 134 (서둔동, 롯데몰)","20141125","운영중","","","","","","","","","","","","20141125","1","031-8066-2001","199578              ","418008              ","CDFF4220002014000002","영업중"
"899","롯데시네마 수원관 제1관","경기도 수원시 권선구 서둔동 296-77번지 롯데몰 ","경기도 수원시 권선구 세화로 134 (서둔동, 롯데몰)","20141125","운영중","","","","","","","","","","","","20141125","1.42","02-8066-2001","199578              ","418008              ","CDFF4220002014000003","영업중"
"900","롯데시네마 수원관 제2관","경기도 수원시 권선구 서둔동 296-77번지 롯데몰 ","경기도 수원시 권선구 세화로 134 (서둔동, 롯데몰)","20141125","운영중","","","","","","","","","","","","20141125","1.15","031-8066-2001","199578              ","418008              ","CDFF4220002014000004","영업중"
"901","롯데시네마 수원관 제3관","경기도 수원시 권선구 서둔동 296-77번지 롯데몰 ","경기도 수원시 권선구 세화로 134 (서둔동, 롯데몰)","20141125","운영중","","","","","","","","","","","","20141125","1","031-8066-2001","199578              ","418008              ","CDFF4220002014000005","영업중"
"902","롯데시네마 수원관 제4관","경기도 수원시 권선구 서둔동 296-77번지 롯데몰 ","경기도 수원시 권선구 세화로 134 (서둔동, 롯데몰)","20141125","운영중","","","","","","","","","","","","20141125","1.2","031-8066-2001","199578              ","418008              ","CDFF4220002014000006","영업중"
"903","롯데시네마 수원관 제5관","경기도 수원시 권선구 서둔동 296-77번지 롯데몰 ","경기도 수원시 권선구 세화로 134 (서둔동, 롯데몰)","20141125","운영중","","","","","","","","","","","","20141125","1","031-8066-2001","199578              ","418008              ","CDFF4220002014000007","영업중"
"904","롯데시네마 수원관 제6관","경기도 수원시 권선구 서둔동 296-77번지 롯데몰 ","경기도 수원시 권선구 세화로 134 (서둔동, 롯데몰)","20141125","운영중","","","","","","","","","","","","20141125","1","031-8066-2001","199578              ","418008              ","CDFF4220002014000008","영업중"
"905","아리랑시네센터 제1관","서울특별시 성북구 돈암동 538-98번지 ","서울특별시 성북구 아리랑로 82 (돈암동)","20040503","운영중","","","","","","","","영화상영관","","","","20040503","","02-3291-5540","201229.82275200000  ","455609.57106000000  ","CDFF4220002004000001","영업중"
"906","아리랑시네센터 제2관","서울특별시 성북구 돈암동 538-98번지 ","서울특별시 성북구 아리랑로 82 (돈암동)","20040503","운영중","","","","","","","","영화상영관","","","","20040503","","02-3291-5540","201229.82275200000  ","455609.57106000000  ","CDFF4220002004000002","영업중"
"907","아리랑시네센터 제3관","서울특별시 성북구 돈암동 538-98번지 ","서울특별시 성북구 아리랑로 82 (돈암동)","20040503","운영중","","","","","","","","영화상영관","","","","20040503","","02-3291-5540","201229.82275200000  ","455609.57106000000  ","CDFF4220002004000003","영업중"
"908","CGV성신여대입구 제1관","서울특별시 성북구 동선동1가 1-2번지 ","서울특별시 성북구 동소문로 106 (동선동1가)","20080911","운영중","","","","","","","문화시설","영화상영관","","","유흥업소밀집지역","20080911","","925-9300","201509.24072800000  ","454778.93175900000  ","CDFF4220002008000001","영업중"
"909","CGV 성신여대입구 제2관","서울특별시 성북구 동선동1가 1-2번지 ","서울특별시 성북구 동소문로 106, 11층 (동선동1가)","20080911","운영중","","","","","","","문화시설","영화상영관","","","유흥업소밀집지역","20080911","1.2","02-925-9300","201509.24072800000  ","454778.93175900000  ","CDFF4220002008000002","영업중"
"910","CGV 성신여대입구 제3관","서울특별시 성북구 동선동1가 1-2번지 ","서울특별시 성북구 동소문로 106 (동선동1가)","20080911","운영중","","","","","","136051","문화시설","영화상영관","","","유흥업소밀집지역","20080911","","02-925-9300","201509.24072800000  ","454778.93175900000  ","CDFF4220002008000003","영업중"
"911","CGV 성신여대입구 제4관","서울특별시 성북구 동선동1가 1-2번지 12층 ","서울특별시 성북구 동소문로 106 (동선동1가)","20080911","운영중","","","","","","136051","문화시설","영화상영관","","","유흥업소밀집지역","20080911","","02-925-9300","201509.24072800000  ","454778.93175900000  ","CDFF4220002008000004","영업중"
"912","CGV 성신여대입구 제5관","서울특별시 성북구 동선동1가 1-2번지 ","서울특별시 성북구 동소문로 106 (동선동1가)","20080911","운영중","","","","","","136051","문화시설","영화상영관","","","유흥업소밀집지역","20080911","","02-925-9300","201509.24072800000  ","454778.93175900000  ","CDFF4220002008000005","영업중"
"913","KU시네마트랩","서울특별시 성북구 안암동5가 1-2번지 고려대학교 미디어관 4층 ","서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스 자연계)","20120210","운영중","","","","","","","교육연구시설","","","","","20120210","","02 3290 1404","203189.84968200000  ","454908.16783800000  ","CDFF4220002012000001","영업중"
"914","메가박스 인천논현7관","인천광역시 남동구 논현동 747-1번지 ","인천광역시 남동구 논고개로 61, 6층 (논현동, 라피에스타)","20160114","운영중","","","","","","","문화시설","","","","","20160114","","032-438-2200","175818              ","432877              ","CDFF4220002016000001","영업중"
"915","메가박스 인천논현8관","인천광역시 남동구 논현동 747-1번지 ","인천광역시 남동구 논고개로 61, 6층 (논현동, 라피에스타)","20160114","운영중","","","","","","","문화시설","","","","","20160114","","","175818              ","432877              ","CDFF4220002016000002","영업중"
"916","롯데시네마 독산 제1관","서울특별시 금천구 독산동 291-5번지 ","서울특별시 금천구 시흥대로 399 (독산동)","20041013","운영중","","","","","","","문화시설","영화상영관","","","학교정화(상대)","20041013","","07074627643","190888.65285300000  ","441108.37747900000  ","CDFF4220002004000001","영업중"
"917","롯데시네마 독산 제2관","서울특별시 금천구 독산동 291-5번지 ","서울특별시 금천구 시흥대로 399 (독산동)","20041013","운영중","","","","","","","문화시설","영화상영관","","","학교정화(상대)","20041013","","02-3286-9495","190888.65285300000  ","441108.37747900000  ","CDFF4220002004000002","영업중"
"918","롯데시네마 독산 제3관","서울특별시 금천구 독산동 291-5번지 ","서울특별시 금천구 시흥대로 399 (독산동)","20041013","운영중","","","","","","","문화시설","영화상영관","","","학교정화(상대)","20041013","","02-3286-9495","190888.65285300000  ","441108.37747900000  ","CDFF4220002004000003","영업중"
"919","롯데시네마 독산 제4관","서울특별시 금천구 독산동 291-5번지 ","서울특별시 금천구 시흥대로 399 (독산동)","20041013","운영중","","","","","","","문화시설","영화상영관","","","학교정화(상대)","20041013","","02-3286-9495","190888.65285300000  ","441108.37747900000  ","CDFF4220002004000004","영업중"
"920","롯데시네마 독산 제5관","서울특별시 금천구 독산동 291-5번지 ","서울특별시 금천구 시흥대로 399 (독산동)","20041013","운영중","","","","","","","문화시설","영화상영관","","","학교정화(상대)","20041013","","02-3286-9495","190888.65285300000  ","441108.37747900000  ","CDFF4220002004000005","영업중"
"921","롯데시네마 독산 제6관","서울특별시 금천구 독산동 291-5번지 ","서울특별시 금천구 시흥대로 399 (독산동)","20041013","운영중","","","","","","","문화시설","영화상영관","","","학교정화(상대)","20041013","","02-3286-9495","190888.65285300000  ","441108.37747900000  ","CDFF4220002004000006","영업중"
"922","롯데시네마 독산 제7관","서울특별시 금천구 독산동 291-5번지 ","서울특별시 금천구 시흥대로 399 (독산동)","20041013","운영중","","","","","","","문화시설","영화상영관","","","학교정화(상대)","20041013","","02-3286-9495","190888.65285300000  ","441108.37747900000  ","CDFF4220002004000007","영업중"
"923","롯데시네마독산 제8관","서울특별시 금천구 독산동 291-5번지 ","서울특별시 금천구 시흥대로 399 (독산동)","20041013","운영중","","","","","","","문화시설","영화상영관","","","학교정화(상대)","20041013","","02-3286-9495","190888.65285300000  ","441108.37747900000  ","CDFF4220002004000008","영업중"
"924","롯데시네마 가산디지털(제3관)","서울특별시 금천구 가산동 60-8번지 롯데시네마 가산하이힐6층~9층 ","서울특별시 금천구 디지털로10길 9 (가산동, 롯데시네마 가산하이힐6층~9층)","20130321","운영중","","","","","","","","","","","","20130321","","070-7465-3822","190186.74283500000  ","442025.90598300000  ","CDFF4220002013000001","영업중"
"925","롯데시네마 가산디지털(제4관)","서울특별시 금천구 가산동 60-8번지 롯데쇼핑(주) 롯데시네마 가산하이힐6층~9층 ","서울특별시 금천구 디지털로10길 9 (가산동, 롯데쇼핑(주) 롯데시네마 가산하이힐6층~9층)","20130321","운영중","","","","","","","문화시설","","","","기타","20130321","","070-7465-3822","190186.74283500000  ","442025.90598300000  ","CDFF4220002013000002","영업중"
"926","롯데시네마 가산디지털(제2관)","서울특별시 금천구 가산동 60-8번지 롯데시네마 가산하이힐6층~9층 ","서울특별시 금천구 디지털로10길 9 (가산동, 롯데시네마 가산하이힐6층~9층)","20130321","운영중","","","","","","","","","","","","20130321","","070-7465-3822","190186.74283500000  ","442025.90598300000  ","CDFF4220002013000003","영업중"
"927","롯데시네마 가산디지털(제1관)","서울특별시 금천구 가산동 60-8번지 롯데시네마 가산하이힐6층~9층 ","서울특별시 금천구 디지털로10길 81 (가산동, 롯데시네마 가산하이힐6층~9층)","20130321","운영중","","","","","","","","","","","","20130321","","070-7465-3822","190119.463376       ","441716.684586       ","CDFF4220002013000004","영업중"
"928","롯데시네마 가산디지털(제5관)","서울특별시 금천구 가산동 60-8번지 롯데시네마 가산하이힐6층~9층 ","서울특별시 금천구 디지털로10길 81 (가산동, 롯데시네마 가산하이힐6층~9층)","20130321","운영중","","","","","","","","","","","","20130321","","070-7465-3822","190119.463376       ","441716.684586       ","CDFF4220002013000005","영업중"
"929","롯데시네마 가산디지털(제6관)","서울특별시 금천구 가산동 60-8번지 롯데시네마 가산하이힐6층~9층 ","서울특별시 금천구 디지털로10길 9 (가산동, 롯데시네마 가산하이힐6층~9층)","20130321","운영중","","","","","","","","","","","","20130321","","070-7465-3822","190186.74283500000  ","442025.90598300000  ","CDFF4220002013000006","영업중"
"930","메가박스 별내점 제4관","경기도 남양주시 별내동 936-4번지 6층 ","경기도 남양주시 두물로 19, 6층 (별내동)","20160422","운영중","","","","","","","","","","","아파트지역","20160422","","","211128              ","461514              ","CDFF4220002016000001","영업중"
"931","메가박스 별내점 제5관","경기도 남양주시 별내동 936-4번지 6층 ","경기도 남양주시 두물로 19, 6층 (별내동)","20160422","운영중","","","","","","","근린생활시설","","","","아파트지역","20160422","","","211128              ","461514              ","CDFF4220002016000002","영업중"
"932","메가박스 부산극장 TABLE관","부산광역시 중구 남포동5가 18-1번지 ","부산광역시 중구 비프광장로 36 (남포동5가)","20160726","운영중","","","","","","","","","","","","20160726","","241-1202","384992.28324900000  ","179919.43700900000  ","CDFF4220002016000001","영업중"
"933","철원작은영화관 뚜루 2관","강원도 철원군 철원읍 화지리 988-2번지 ","강원도 철원군 철원읍 금학로252번길 23","20161028","운영중","","","","","","","근린생활시설","","","","기타","20161028","","","219110              ","523158              ","CDFF4220002016000001","영업중"
"934","철원작은영화관 뚜루 1관","강원도 철원군 철원읍 화지리 988-2번지 ","강원도 철원군 철원읍 금학로252번길 23","20161028","운영중","","","","","","","근린생활시설","","","","기타","20161028","","07048205700","219110              ","523158              ","CDFF4220002016000002","영업중"
"935","CGV하단 1관","부산광역시 사하구 하단동 526-6번지 ","부산광역시 사하구 낙동남로 1413, 8-9층 (하단동, 아트몰링)","20170227","운영중","","","","","","","","","","","","20170227","1400","051-999-7252","379280.63203900000  ","180687.44628400000  ","CDFF4220002017000001","영업중"
"936","CGV하단 2관","부산광역시 사하구 하단동 526-6번지 ","부산광역시 사하구 낙동남로 1413, 10-11층 (하단동, 아트몰링)","20170227","운영중","","","","","","","","","","","","20170227","","051-999-7252","379280.63203900000  ","180687.44628400000  ","CDFF4220002017000002","영업중"
"937","CGV하단 3관","부산광역시 사하구 하단동 526-6번지 ","부산광역시 사하구 낙동남로 1413, 12-13층 (하단동, 아트몰링)","20170227","운영중","","","","","","","","","","","","20170227","","051-999-7252","379280.63203900000  ","180687.44628400000  ","CDFF4220002017000003","영업중"
"938","CGV하단 4관","부산광역시 사하구 하단동 526-6번지 ","부산광역시 사하구 낙동남로 1413, 14-15층 (하단동, 아트몰링)","20170227","운영중","","","","","","","","","","","","20170227","","051-999-7252","379280.63203900000  ","180687.44628400000  ","CDFF4220002017000004","영업중"
"939","CGV하단 5관","부산광역시 사하구 하단동 526-6번지 ","부산광역시 사하구 낙동남로 1413, 16-17층 (하단동, 아트몰링)","20170227","운영중","","","","","","","","","","","","20170227","","051-999-7252","379280.63203900000  ","180687.44628400000  ","CDFF4220002017000005","영업중"
"940","CGV하단 6관","부산광역시 사하구 하단동 526-6번지 ","부산광역시 사하구 낙동남로 1413, 16-17층 (하단동, 아트몰링)","20170227","운영중","","","","","","","","","","","","20170227","","051-999-7252","379280.63203900000  ","180687.44628400000  ","CDFF4220002017000006","영업중"
"941","CGV하단 키즈관","부산광역시 사하구 하단동 526-6번지 ","부산광역시 사하구 낙동남로 1413, 12층 (하단동, 아트몰링)","20170227","운영중","","","","","","","","","","","","20170227","","051-999-7252","379280.63203900000  ","180687.44628400000  ","CDFF4220002017000007","영업중"
"942","메가박스 파주운정점 제1관","경기도 파주시 야당동 483-3번지 에스비프라자 4층 ","경기도 파주시 경의로 989, 4층 (야당동, 에스비프라자)","20170109","운영중","","","","","","","문화시설","","","","","20170109","","031-8071-6300","178724.10743900000  ","467365.22096500000  ","CDFF4220002017000001","영업중"
"943","메가박스 파주운정점 제2관","경기도 파주시 야당동 483-3번지 에스비프라자 4층 ","경기도 파주시 경의로 989, 4층 (야당동, 에스비프라자)","20170109","운영중","","","","","","","문화시설","","","","","20170109","","031-8071-6300","178724.10743900000  ","467365.22096500000  ","CDFF4220002017000002","영업중"
"944","메가박스 파주운정점 제3관","경기도 파주시 야당동 483-3번지 에스비프라자 4층 ","경기도 파주시 경의로 989, 4층 (야당동, 에스비프라자)","20170109","운영중","","","","","","","문화시설","","","","","20170109","","031-8071-6300","178724.10743900000  ","467365.22096500000  ","CDFF4220002017000003","영업중"
"945","메가박스 파주운정점 제4관","경기도 파주시 야당동 483-3번지 에스비프라자 4층 ","경기도 파주시 경의로 989, 4층 (야당동, 에스비프라자)","20170109","운영중","","","","","","","문화시설","","","","","20170109","","031-8071-6300","178724.10743900000  ","467365.22096500000  ","CDFF4220002017000004","영업중"
