"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","건축연면적","기념품종류","기획여행보험시작일자","기획여행보험종료일자","무대면적","문화사업자구분명","문화체육업종명","발전시설유무","방송시설유무","보험기관명","보험시작일자","보험종료일자","시설규모","시설면적","안내소유무","영문상호명","의무실유무","좌석수","주변환경명","지역구분명","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"1020","오산문화예술회관 소공연장","경기도 오산시 오산동 6-9번지 ","","20040729","운영중","","","","","","447800","","","","","","","공연장","공연장","","","","","","","","","","","","","","370-3066","206708.259027       ","406460.805529       ","CDFE1230002004000002","영업중"
"1021","시민회관","경기도 오산시 오산동 345번지 ","경기도 오산시 오산천로 275 (오산동)","20070326","운영중","","","","","","447800","","","","","","","공연장","공연장","","","","","","","","","","","","","","","206420.75099900000  ","406378.54102400000  ","CDFE1230002007000001","영업중"
"1022","홍주문화회관","충청남도 홍성군 홍성읍 옥암리 125-1번지 ","충청남도 홍성군 홍성읍 내포로 164","19880101","운영중","","","","","","350808","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","자연녹지지역","","168850.97023400000  ","344099.47287800000  ","CDFE1230001988000001","영업중"
"1023","홍성문화원","충청남도 홍성군 홍성읍 고암리 689-4번지 ","충청남도 홍성군 홍성읍 충절로951번길 16","20120911","운영중","","","","","","350801","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","","632-3613","170870.94142500000  ","343841.84515500000  ","CDFE1230002012000001","영업중"
"1024","광천문예회관","충청남도 홍성군 광천읍 신진리 411-2번지 ","충청남도 홍성군 광천읍 광천로342번길 5","20121221","운영중","","","","","","350906","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","준주거지역","041-630-9273","166344.258831       ","333792.881467       ","CDFE1230002012000002","영업중"
"1025","김제문화예술회관 대공연장","전라북도 김제시 교동 280-1번지 ","전라북도 김제시 성산길 20  (교동)","20090423","운영중","","","","","","576040","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","일반주거지역","063)540-4172","188895.96423600000  ","256178.19820400000  ","CDFE1230002009000001","영업중"
"1026","김제문화예술회관 소공연장","전라북도 김제시 교동 280-1번지 ","전라북도 김제시 성산길 20  (교동)","20090423","운영중","","","","","","576040","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","일반주거지역","063)540-4172","188895.96423600000  ","256178.19820400000  ","CDFE1230002009000002","영업중"
"1027","함안문화예술회관","경상남도 함안군 가야읍 말산리 249-1번지 ","경상남도 함안군 가야읍 함안대로 619-1","20060216","운영중","","","","","","637805","","","","","","","공연장","공연장","","","","","","","","","","","","","","055-580-3605","327418              ","199087              ","CDFE1230002006000001","영업중"
"1028","함안문화원 대공연장","경상남도 함안군 가야읍 도항리 260-1번지 ","경상남도 함안군 가야읍 선왕길 1-1","20090526","운영중","","","","","","637803","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","생산녹지지역","583-1023","327428              ","199175              ","CDFE1230002009000001","영업중"
"1029","고성군문화체육센터공연장","경상남도 고성군 고성읍 기월리 83-10번지 ","경상남도 고성군 고성읍 송학고분로 193","20120628","운영중","","","","","","638816","체육시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","생산녹지지역","670-5841","319854.69228600000  ","165847.05122900000  ","CDFE1230002012000001","영업중"
"1030","예천군문화회관","경상북도 예천군 예천읍 서본리 240번지 ","경상북도 예천군 예천읍 충효로 209-15","20030308","운영중","","","","","","757805","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","자연녹지지역","054-650-6422","329342.94623300000  ","351365.40106600000  ","CDFE1230002003000001","영업중"
"1031","거창군문화센터","경상남도 거창군 거창읍 김천리 216-5번지 ","경상남도 거창군 거창읍 수남로 2181","20021230","운영중","","","","","","670802","","","","","","","공연장","공연장","","","","","","","","","","","","","일반주거지역","055-940-8460","282455.69320500000  ","242301.22031700000  ","CDFE1230002002000001","영업중"
"1032","거창문화원 상살미홀","경상남도 거창군 거창읍 김천리 216번지 ","경상남도 거창군 거창읍 김천3길 37-14","20120224","운영중","","","","","","670802","","","","","","","공연장","공연장","","","","","","","","","","","","","","055-942-6166","282301.247524       ","242082.657412       ","CDFE1230002012000001","영업중"
"1033","옥천문화예술회관","충청북도 옥천군 옥천읍 문정리 457번지 ","충청북도 옥천군 옥천읍 문정1길 32","20080515","운영중","","","","","","373803","","","","","","","공연장","공연장","","","","","","","","","","","","","","043-730-4891","251566.07605700000  ","311903.39489800000  ","CDFE1230002008000001","영업중"
"1034","Ground-SYN(그라운드 씬)","서울특별시 종로구 명륜1가 5번지 B3~B4층 ","서울특별시 종로구 성균관로 87 (명륜1가,B3~B4층)","20100920","운영중","","","","","","110521","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","","","02)3676-2352","199848.27175700000  ","454489.89864000000  ","CDFE1230002010000004","영업중"
"1035","바탕골소극장 2관","서울특별시 종로구 동숭동 1-60번지 지하1층~지하2층 ","서울특별시 종로구 대학로10길 5 (동숭동,지하1층~지하2층)","20101103","운영중","","","","","","110809","","","","","","","공연장","공연장","","","","","","","","","","","","","","02)747-2072","200227.87403700000  ","453589.68620600000  ","CDFE1230002010000005","영업중"
"1036","컬처스페이스 엔유(Culture Space nu)","서울특별시 종로구 동숭동 1-144번지 ","서울특별시 종로구 대학로12길 73 (동숭동)","20101124","운영중","","","","","","110809","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","","","200351.49635300000  ","453473.42339500000  ","CDFE1230002010000006","영업중"
"1037","대학로바탕골소극장","서울특별시 종로구 동숭동 1-60번지 대학로 바탕골 5층 ","서울특별시 종로구 대학로10길 5 (동숭동,대학로 바탕골 5층)","20101206","운영중","","","","","","110809","","","","","","","공연장","공연장","","","","","","","","","","","","","","1588-4446","200227.87403700000  ","453589.68620600000  ","CDFE1230002010000007","영업중"
"1038","샘터파랑새극장2관","서울특별시 종로구 동숭동 1-115번지 지하2층~지하3층 ","서울특별시 종로구 대학로 116 (동숭동,지하2층~지하3층)","20110504","운영중","","","","","","110809","","","","","","","공연장","공연장","","","","","","","","","","","","","","02)742-2071","200206.38496000000  ","453553.25723600000  ","CDFE1230002011000001","영업중"
"1039","대학로스타시티 후암스테이지","서울특별시 종로구 명륜4가 113-1번지 대학로스타시티빌딩 지하2층 ","서울특별시 종로구 대학로11길 23 (명륜4가,대학로스타시티빌딩 지하2층)","20110721","운영중","","","","","","110524","","","","","","","공연장","공연장","","","","","","","","","","","","","","747-9139","200036.92714700000  ","453611.65461400000  ","CDFE1230002011000004","영업중"
"1040","후암스테이지 2관","서울특별시 종로구 명륜4가 113-1번지 대학로스타시티빌딩 지하1층 ","서울특별시 종로구 대학로11길 23 (명륜4가,대학로스타시티빌딩 지하1층)","20110721","운영중","","","","","","110524","","","","","","","공연장","공연장","","","","","","","","","","","","","","02)747-9139","200036.92714700000  ","453611.65461400000  ","CDFE1230002011000005","영업중"
"1041","후암스테이지 1관","서울특별시 종로구 명륜4가 113-1번지 대학로스타시티빌딩 7층 ","서울특별시 종로구 대학로11길 23 (명륜4가,대학로스타시티빌딩 7층)","20110721","운영중","","","","","","110524","","","","","","","공연장","공연장","","","","","","","","","","","","","","747-9139","200036.92714700000  ","453611.65461400000  ","CDFE1230002011000006","영업중"
"1042","동덕 코튼홀","서울특별시 종로구 동숭동 1-6번지 ","서울특별시 종로구 동숭길 126  (동숭동)","20110728","운영중","","","","","","110510","교육연구시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","상업지역","02-940-4578","200295.27436000000  ","453795.41326000000  ","CDFE1230002011000007","영업중"
"1043","마로니에극장","서울특별시 종로구 동숭동 130-47번지 ","서울특별시 종로구 동숭길 50 (동숭동)","20111004","운영중","","","","","","110510","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","준주거지역","02-764-0686","200405.07968700000  ","453447.17275000000  ","CDFE1230002011000010","영업중"
"1044","북촌나래홀","서울특별시 종로구 원서동 174번지 ","서울특별시 종로구 창덕궁길 29-38  (원서동)","20111013","운영중","","","","","","110280","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","상업지역","","198978.41726300000  ","453256.72220700000  ","CDFE1230002011000011","영업중"
"1045","대학로아트원씨어터3관","서울특별시 종로구 동숭동 1-181번지 ","서울특별시 종로구 대학로12길 83 (동숭동)","20111026","운영중","","","","","","110809","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","상업지역","762-0010","200353.91526300000  ","453412.93385000000  ","CDFE1230002011000012","영업중"
"1046","파랑씨어터","서울특별시 종로구 동숭동 1-57번지 ","서울특별시 종로구 대학로8가길 36 (동숭동)","20111221","운영중","","","","","","110809","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","","일반주거지역","070-7743-1421","200218.30556900000  ","453659.18715400000  ","CDFE1230002011000016","영업중"
"1047","상명아트홀2관","서울특별시 종로구 동숭동 1-38번지 지층 ","서울특별시 종로구 동숭길 지하 1-38, 지층층 (동숭동)","20120104","운영중","","","","","","110809","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","일반주거지역","2075-2173","200171.515872       ","453449.854548       ","CDFE1230002012000001","영업중"
"1048","호은아트홀","서울특별시 종로구 동숭동 1-150번지 지하 2층 ","서울특별시 종로구 동숭길 41 (동숭동,지하 2층)","20120118","운영중","","","","","","110510","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","주택가주변","일반주거지역","02-743-1590","200378.00941500000  ","453394.39840000000  ","CDFE1230002012000003","영업중"
"1049","경복궁아트홀","서울특별시 종로구 효자동 70-1번지 경복궁아트홀 ","서울특별시 종로구 자하문로 82 (효자동)","20120131","운영중","","","","","","110033","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","주택가주변","일반주거지역","02)735-0506","197411.71672200000  ","453755.65229900000  ","CDFE1230002012000004","영업중"
"1050","시네코아 1관","서울특별시 종로구 관철동 33-1번지 지하 2층 ","서울특별시 종로구 삼일대로 386, 지하2층 (관철동)","20120416","운영중","","","","","","110111","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","일반상업지역","02)730-8198","198946.86327200000  ","452156.84784900000  ","CDFE1230002012000005","영업중"
"1051","중앙대학교 공연예술원 스튜디오 시어터","서울특별시 종로구 동숭동 192-10번지 지층 ","서울특별시 종로구 이화장길 86-8, 지층 (동숭동)","20120806","운영중","","","","","","110810","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-820-6473","200435.28327800000  ","453273.84701100000  ","CDFE1230002012000007","영업중"
"1052","인사아트홀","서울특별시 종로구 관훈동 21번지 인사아트플라자 비201호","서울특별시 종로구 인사동길 34-1, 비201호 (관훈동,인사아트플라자)","20130227","운영중","","","","","","110300","","","","","","","공연장","공연장","","","","","","","","","","","","","","","198728.77483200000  ","452701.54698000000  ","CDFE1230002013000001","영업중"
"1053","홍익대 대학로 아트센터 대극장","서울특별시 종로구 연건동 128-8번지 2층~5층 ","서울특별시 종로구 대학로 57 (연건동)","20130311","운영중","","","","","","110460","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-742-0300","200127.78090500000  ","453001.04104600000  ","CDFE1230002013000002","영업중"
"1054","홍익대 대학로 아트센터 소극장","서울특별시 종로구 연건동 128-8번지 지하2층 ","서울특별시 종로구 대학로 57 (연건동)","20130311","운영중","","","","","","110460","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-742-0300","200127.78090500000  ","453001.04104600000  ","CDFE1230002013000003","영업중"
"1055","SJA HALL","서울특별시 종로구 연건동 39번지 대학로SJA빌딩 지하1층 ","서울특별시 종로구 대학로 89 (연건동)","20130523","운영중","","","","","","110460","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-766-7779","200159.87901500000  ","453308.87150100000  ","CDFE1230002013000004","영업중"
"1056","대학로뮤지컬센터 대극장","서울특별시 종로구 동숭동 25-5번지 지하 201, 지하 301 ","서울특별시 종로구 동숭길 100 (동숭동, 지하 201, 지하 301)","20130722","운영중","","","","","","110809","","","","","","","공연장","공연장","","","","","","","","","","","","","","2135-1507","200378.35139600000  ","453703.84070700000  ","CDFE1230002013000005","영업중"
"1057","대학로뮤지컬센터 중극장","서울특별시 종로구 동숭동 25-5번지 (201, 301) ","서울특별시 종로구 동숭길 100 (동숭동, (201, 301))","20130722","운영중","","","","","","110809","","","","","","","공연장","공연장","","","","","","","","","","","","","","2135-1507","200378.35139600000  ","453703.84070700000  ","CDFE1230002013000006","영업중"
"1058","유니플렉스 1관","서울특별시 종로구 동숭동 1-94번지 지하 2층, 3층, 4층 ","서울특별시 종로구 대학로12길 64 (동숭동)","20130812","운영중","","","","","","110809","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-766-2115","200319.77214800000  ","453516.06597200000  ","CDFE1230002013000007","영업중"
"1059","유니플렉스 2관","서울특별시 종로구 동숭동 1-94번지 2층, 3층 ","서울특별시 종로구 대학로12길 64, 2, 3층 (동숭동)","20130812","운영중","","","","","","110809","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-766-2115","200319.77214800000  ","453516.06597200000  ","CDFE1230002013000008","영업중"
"1060","유니플렉스 3관","서울특별시 종로구 동숭동 1-94번지 4층 ","서울특별시 종로구 대학로12길 64, 4층 (동숭동)","20130812","운영중","","","","","","110809","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-766-2115","200319.77214800000  ","453516.06597200000  ","CDFE1230002013000009","영업중"
"1061","예그린씨어터","서울특별시 종로구 동숭동 1-8번지 지하2층 ","서울특별시 종로구 동숭길 130-5, 지하2층 (동숭동)","20131216","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-6673-0100","200271.63315200000  ","453814.91908000000  ","CDFE1230002013000010","영업중"
"1062","더페인터즈전용관","서울특별시 종로구 관수동 67-10번지 서울극장 5.6층 ","서울특별시 종로구 돈화문로 13, 5,6층 (관수동, 서울극장)","20140214","운영중","","","","","","110420","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-766-7848","199263.70311000000  ","452239.37198300000  ","CDFE1230002014000001","영업중"
"1063","수현재씨어터","서울특별시 종로구 동숭동 1-52번지 ","서울특별시 종로구 대학로12길 21 (동숭동)","20140307","운영중","","","","","","110809","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-766-6506","200282.71996000000  ","453688.60008700000  ","CDFE1230002014000002","영업중"
"1064","DCF 대명문화공장 비발디파크홀","서울특별시 종로구 동숭동 1-52번지 ","서울특별시 종로구 대학로12길 21 (동숭동)","20140407","운영중","","","","","","110809","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-2222-7811","200282.71996000000  ","453688.60008700000  ","CDFE1230002014000003","영업중"
"1065","DCF 대명문화공장 라이프웨이홀","서울특별시 종로구 동숭동 1-52번지 지하2층~3층 ","서울특별시 종로구 대학로12길 21 (동숭동)","20140407","운영중","","","","","","110809","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-2222-7811","200282.71996000000  ","453688.60008700000  ","CDFE1230002014000004","영업중"
"1066","대학로네오아트홀1관","서울특별시 종로구 동숭동 1-61번지 ","서울특별시 종로구 대학로10길 11 (동숭동)","20140425","운영중","","","","","","110809","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-766-7667","200247.79235900000  ","453588.81346400000  ","CDFE1230002014000005","영업중"
"1067","북촌창우극장","서울특별시 종로구 원서동 158-2번지 ","서울특별시 종로구 창덕궁길 29-6 (원서동)","20140430","운영중","","","","","","110280","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-747-3809","199015.97094300000  ","453261.94904000000  ","CDFE1230002014000006","영업중"
"1068","해오름 예술극장","서울특별시 종로구 명륜2가 21-1번지 ","서울특별시 종로구 창경궁로 260 (명륜2가)","20140602","운영중","","","","","","110522","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-984-7567","200047.78762100000  ","453874.33604400000  ","CDFE1230002014000007","영업중"
"1069","극장 동국","서울특별시 종로구 명륜2가 13번지 ","서울특별시 종로구 창경궁로 259 (명륜2가)","20140707","운영중","","","","","","110522","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-747-5296","200004.19607400000  ","453889.76704900000  ","CDFE1230002014000008","영업중"
"1070","눈빛극장","서울특별시 종로구 명륜1가 1-133번지 ","서울특별시 종로구 혜화로 17 (명륜1가)","20140730","운영중","","","","","","110521","","","","","","","공연장","공연장","","","","","","","","","","","","","","","199980.96842400000  ","454172.26915000000  ","CDFE1230002014000009","영업중"
"1071","대학로 아름다운 극장","서울특별시 종로구 명륜2가 8-9번지 지하1층 ","서울특별시 종로구 성균관로4길 48 (명륜2가, 지하1층)","20140731","운영중","","","","","","110522","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-946-0502","199999.59233300000  ","453907.88133500000  ","CDFE1230002014000010","영업중"
"1072","마당세실극장","서울특별시 종로구 동숭동 192-18번지 ","서울특별시 종로구 이화장길 78 (동숭동, 지하1층)","20140905","운영중","","","","","","110810","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-747-5773","200410.08234300000  ","453236.94322300000  ","CDFE1230002014000012","영업중"
"1073","드림시어터","서울특별시 종로구 동숭동 1-63번지 ","서울특별시 종로구 대학로10길 15-11 (동숭동, 지하1층)","20140923","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","070-8780-0096","200244.80683700000  ","453634.09457900000  ","CDFE1230002014000013","영업중"
"1074","아트씨어터 문","서울특별시 종로구 명륜3가 140-4번지 ","서울특별시 종로구 성균관로3길 23, 지하1층 (명륜3가)","20140923","운영중","","","","","","110523","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-745-8960","199737.07470400000  ","453725.96822100000  ","CDFE1230002014000015","영업중"
"1075","환상극장","서울특별시 종로구 동숭동 199-33번지 ","서울특별시 종로구 이화장길 72, 지하1층 (동숭동)","20140923","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-766-1222","200410.53618600000  ","453216.62295200000  ","CDFE1230002014000016","영업중"
"1076","삼형제극장","서울특별시 종로구 동숭동 199-33번지 ","서울특별시 종로구 이화장길 72, 2층 (동숭동)","20140923","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-6326-1333","200410.53618600000  ","453216.62295200000  ","CDFE1230002014000017","영업중"
"1077","가든씨어터","서울특별시 종로구 동숭동 1-63번지 ","서울특별시 종로구 대학로10길 15-11, 4층 (동숭동)","20140925","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","","200244.80683700000  ","453634.09457900000  ","CDFE1230002014000018","영업중"
"1078","스카이씨어터","서울특별시 종로구 동숭동 1-48번지 ","서울특별시 종로구 대학로8가길 52, 6층 (동숭동)","20140925","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","","200234.01378800000  ","453714.21355000000  ","CDFE1230002014000019","영업중"
"1079","라이프시어터","서울특별시 종로구 명륜2가 24-1번지 ","서울특별시 종로구 창경궁로34길 26, 지하1층 (명륜2가)","20140926","운영중","","","","","","110522","","","","","","","공연장","공연장","","","","","","","","","","","","","","07081516416","200094.80574100000  ","453817.04257100000  ","CDFE1230002014000020","영업중"
"1080","노을소극장","서울특별시 종로구 동숭동 1-51번지 ","서울특별시 종로구 대학로8가길 66, 지하1층 (동숭동)","20140926","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-921-9723","200285.81304800000  ","453712.48509800000  ","CDFE1230002014000021","영업중"
"1081","동숭무대 소극장","서울특별시 종로구 명륜1가 33-22번지 지층 ","서울특별시 종로구 혜화로 35, 지층 (명륜1가)","20140929","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","","199926.61214000000  ","454347.74927400000  ","CDFE1230002014000022","영업중"
"1082","한얼소극장","서울특별시 종로구 혜화동 70-1번지 ","서울특별시 종로구 창경궁로35길 17 (혜화동)","20140929","운영중","","","","","","110530","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-766-7010","200144.84557500000  ","454132.41391700000  ","CDFE1230002014000023","영업중"
"1083","연진아트홀","서울특별시 종로구 동숭동 31-9번지 ","서울특별시 종로구 낙산길 14 (동숭동)","20141001","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","","200466.21708600000  ","453420.16079700000  ","CDFE1230002014000024","영업중"
"1084","휴먼시어터","서울특별시 종로구 동숭동 1-73번지 ","서울특별시 종로구 대학로8가길 80, 5층 (동숭동)","20141001","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","","200288.66420800000  ","453658.10460200000  ","CDFE1230002014000025","영업중"
"1085","봄날아트홀 1관","서울특별시 종로구 동숭동 1-153번지 ","서울특별시 종로구 동숭길 39, 지하1층 (동숭동)","20141007","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","","200375.70453900000  ","453382.05417700000  ","CDFE1230002014000026","영업중"
"1086","JEI ART CENTER 음악홀","서울특별시 종로구 혜화동 53-21번지 ","서울특별시 종로구 창경궁로35길 29 (혜화동)","20141013","운영중","","","","","","110530","","","","","","","공연장","공연장","","","","","","","","","","","","","","","200166.75825200000  ","454177.98062900000  ","CDFE1230002014000027","영업중"
"1087","맛있는 극장","서울특별시 종로구 혜화동 109-4번지 ","서울특별시 종로구 혜화로 4, 지하1층 (혜화동)","20141020","운영중","","","","","","110530","","","","","","","공연장","공연장","","","","","","","","","","","","","","070-7018-1084","200066.26185900000  ","454076.67511000000  ","CDFE1230002014000028","영업중"
"1088","공간 아울","서울특별시 종로구 동숭동 1-27번지 ","서울특별시 종로구 대학로 120, 지하1층 (동숭동)","20141021","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-3675-0116","200202.50549400000  ","453591.34895300000  ","CDFE1230002014000029","영업중"
"1089","성균소극장","서울특별시 종로구 명륜2가 149번지 ","서울특별시 종로구 성균관로 12-3, 지하층 (명륜2가)","20141023","운영중","","","","","","110522","","","","","","","공연장","공연장","","","","","","","","","","","","","","","199822.63229000000  ","453847.67604400000  ","CDFE1230002014000030","영업중"
"1090","소극장 천공의성","서울특별시 종로구 명륜1가 33-72번지 ","서울특별시 종로구 혜화로 31, 지하1층 (명륜1가)","20141023","운영중","","","","","","110521","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-747-4288","199950.32279400000  ","454309.23129900000  ","CDFE1230002014000031","영업중"
"1091","예술공간 오르다","서울특별시 종로구 동숭동 192-8번지 ","서울특별시 종로구 이화장길 86-11, 지하1층 (동숭동)","20141028","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-765-6503","200455.55490400000  ","453297.28388900000  ","CDFE1230002014000032","영업중"
"1092","예술공간 서울","서울특별시 종로구 명륜2가 93번지 ","서울특별시 종로구 성균관로4길 19, 지하층 (명륜2가)","20141029","운영중","","","","","","110522","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-765-6503","199849.83239500000  ","453954.39125300000  ","CDFE1230002014000033","영업중"
"1093","소극장 공유","서울특별시 종로구 혜화동 37-1번지 ","서울특별시 종로구 창경궁로 303, 지하1층 (혜화동)","20141104","운영중","","","","","","110530","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-765-8880","200283.12335900000  ","454226.79862400000  ","CDFE1230002014000034","영업중"
"1094","지즐 소극장","서울특별시 종로구 명륜2가 8-16번지 ","서울특별시 종로구 성균관로4길 42, 지하1층 (명륜2가)","20141107","운영중","","","","","","110522","","","","","","","공연장","공연장","","","","","","","","","","","","","","","199972.74210200000  ","453912.64526600000  ","CDFE1230002014000035","영업중"
"1095","낙산씨어터","서울특별시 종로구 혜화동 201번지 ","서울특별시 종로구 동숭길 140, 지하1층 (혜화동)","20141111","운영중","","","","","","110530","","","","","","","공연장","공연장","","","","","","","","","","","","","","","200226.46458200000  ","453790.52997100000  ","CDFE1230002014000036","영업중"
"1096","두레홀 3관","서울특별시 종로구 동숭동 1-73번지 ","서울특별시 종로구 대학로8가길 80, 지하1층 (동숭동)","20141114","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-744-5978","200288.66420800000  ","453658.10460200000  ","CDFE1230002014000037","영업중"
"1097","두레홀 4관","서울특별시 종로구 동숭동 1-54번지 ","서울특별시 종로구 대학로12길 15, 지하2층 (동숭동)","20141114","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-744-5978","200251.29177300000  ","453686.67467600000  ","CDFE1230002014000038","영업중"
"1098","아루또 소극장","서울특별시 종로구 동숭동 1-47번지 ","서울특별시 종로구 대학로8가길 48, 4층 (동숭동, 연경빌딩)","20141114","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-6349-1010","200213.94711000000  ","453708.98855400000  ","CDFE1230002014000039","영업중"
"1099","전통문화공간 창선당","서울특별시 종로구 종로6가 289-3번지 ","서울특별시 종로구 청계천로 279, 지하1층 (종로6가, JW메리어트 동대문 스퀘어)","20141114","운영중","","","","","","110126","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-2148-1814","200772.44893600000  ","452323.07723500000  ","CDFE1230002014000040","영업중"
"1100","스튜디오 성균","서울특별시 종로구 명륜3가 122-2번지 ","서울특별시 종로구 성균관로 15-10, 지하1층 (명륜3가)","20141217","운영중","","","","","","110523","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-747-5035","199745.45127400000  ","453816.25926500000  ","CDFE1230002014000041","영업중"
"1101","썸데이즈홀","서울특별시 종로구 동숭동 1-64번지 지하1층 ","서울특별시 종로구 대학로12길 10, 지하1층 (동숭동)","20150105","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-1661-3124","200234.61372700000  ","453663.51639600000  ","CDFE1230002015000001","영업중"
"1102","서촌공간서로","서울특별시 종로구 옥인동 62번지 ","서울특별시 종로구 필운대로7길 12, 지하1층 (옥인동)","20150205","운영중","","","","","","110035","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-730-2502","197160.88062900000  ","453560.83466400000  ","CDFE1230002015000002","영업중"
"1103","콘텐츠그라운드","서울특별시 종로구 동숭동 1-93번지 ","서울특별시 종로구 대학로8길 25, 지하1층 (동숭동)","20150211","운영중","","","","","","110510","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-742-4224","200327.53612000000  ","453489.67888900000  ","CDFE1230002015000003","영업중"
"1104","두산아트센터 연강홀","서울특별시 종로구 연지동 270번지 ","서울특별시 종로구 종로33길 15 (연지동)","19930513","운영중","","","","","","110470","","","","","","","공연장","공연장","","","","","","","","","","","","","","708-5003","200088.34805200000  ","452474.40786700000  ","CDFE1230001993000001","영업중"
"1105","아르코예술극장대극장","서울특별시 종로구 동숭동 1-111번지 한국문예회관 ","서울특별시 종로구 대학로8길 7, 한국문예회관 (동숭동)","20021128","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-3668-0007","200264.97743400000  ","453514.72716500000  ","CDFE1230002002000005","영업중"
"1106","아르코예술극장소극장","서울특별시 종로구 동숭동 1-111번지 한국문예회관 ","서울특별시 종로구 대학로8길 7, 한국문예회관 (동숭동)","20021129","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-3668-0007","200264.97743400000  ","453514.72716500000  ","CDFE1230002002000006","영업중"
"1107","종로구민회관 대강당","서울특별시 종로구 창신동 222-8번지 ","","20021223","운영중","","","","","","110840","","","","","","","공연장","공연장","","","","","","","","","","","","","","3672-2530","201209.944593       ","452357.959433       ","CDFE1230002002000010","영업중"
